root	icon	id	name	group	type	description	size	color	timepoints
true	transparent.gif	"Annotation Cluster 2"	"Annotation Cluster 2"	2	2
true	transparent.gif	"Annotation Cluster 3"	"Annotation Cluster 3"	3	3
true	transparent.gif	"Annotation Cluster 4"	"Annotation Cluster 4"	4	4
true	transparent.gif	"Annotation Cluster 5"	"Annotation Cluster 5"	5	5
true	transparent.gif	"Annotation Cluster 6"	"Annotation Cluster 6"	6	6
true	transparent.gif	"Annotation Cluster 7"	"Annotation Cluster 7"	7	7
true	transparent.gif	"Annotation Cluster 8"	"Annotation Cluster 8"	8	8
true	transparent.gif	"Annotation Cluster 9"	"Annotation Cluster 9"	9	9
true	transparent.gif	"Annotation Cluster 10"	"Annotation Cluster 10"	10	10
true	transparent.gif	"Annotation Cluster 11"	"Annotation Cluster 11"	11	11
true	transparent.gif	"Annotation Cluster 12"	"Annotation Cluster 12"	12	12
true	transparent.gif	"Annotation Cluster 13"	"Annotation Cluster 13"	13	13
true	transparent.gif	"Annotation Cluster 14"	"Annotation Cluster 14"	14	14
true	transparent.gif	"Annotation Cluster 15"	"Annotation Cluster 15"	15	15
true	transparent.gif	"Annotation Cluster 16"	"Annotation Cluster 16"	16	16
true	transparent.gif	"Annotation Cluster 17"	"Annotation Cluster 17"	17	17
