root	icon	id	name	group	type	description	size	timepoints
false	none	Node121	"IPR006586:ADAM- cysteine-rich"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR006586:ADAM- cysteine-rich"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node122	"IPR007087:Zinc finger- C2H2"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"IPR007087:Zinc finger- C2H2"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node123	"IPR007087:Zinc finger- C2H2"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR007087:Zinc finger- C2H2"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node124	"IPR008958:Transglutaminase- C-terminal"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR008958:Transglutaminase- C-terminal"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node125	"IPR011016:Zinc finger- RING-CH-type"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR011016:Zinc finger- RING-CH-type"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node126	"IPR011016:Zinc finger- RING-CH-type"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"IPR011016:Zinc finger- RING-CH-type"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node127	"IPR013808:Transglutaminase- conserved site"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR013808:Transglutaminase- conserved site"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node128	"IPR015880:Zinc finger- C2H2-like"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"IPR015880:Zinc finger- C2H2-like"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node129	"IPR015880:Zinc finger- C2H2-like"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR015880:Zinc finger- C2H2-like"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node130	"IPR017452:GPCR- rhodopsin-like- 7TM"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR017452:GPCR- rhodopsin-like- 7TM"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node131	"IPR017452:GPCR- rhodopsin-like- 7TM"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"IPR017452:GPCR- rhodopsin-like- 7TM"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node132	"IPR023608:Protein-glutamine gamma-glutamyltransferase- eukaryota"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR023608:Protein-glutamine gamma-glutamyltransferase- eukaryota"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node133	"lipid moiety-binding region:N-myristoyl glycine"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"lipid moiety-binding region:N-myristoyl glycine"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node134	"lipid moiety-binding region:N-myristoyl glycine"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"lipid moiety-binding region:N-myristoyl glycine"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node135	Lipid-binding	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Lipid-binding	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node136	Lipoprotein	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Lipoprotein	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node137	Lipoprotein	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Lipoprotein	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node138	"m_spryPathway:Sprouty regulation of tyrosine kinase signals"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"m_spryPathway:Sprouty regulation of tyrosine kinase signals"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node139	Magnesium	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Magnesium	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node140	Magnesium	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Magnesium	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node141	Membrane	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Membrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node142	Membrane	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node143	Membrane	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Membrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node144	Membrane	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node145	"metal ion-binding site:Divalent metal cation"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"metal ion-binding site:Divalent metal cation"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node146	"mmu04740:Olfactory transduction"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"mmu04740:Olfactory transduction"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node147	"mmu04972:Pancreatic secretion"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"mmu04972:Pancreatic secretion"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node148	Myristate	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Myristate	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node149	Myristate	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Myristate	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node150	Oogenesis	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Oogenesis	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node151	Oogenesis	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Oogenesis	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node152	"PIRSF000459:protein-glutamine gamma-glutamyltransferase-erythrocyte membrane protein band 4.2"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"PIRSF000459:protein-glutamine gamma-glutamyltransferase-erythrocyte membrane protein band 4.2"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node153	Receptor	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Receptor	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node154	Receptor	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Receptor	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node155	"repeat:ANK 10"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 10"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node156	"repeat:ANK 10"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 10"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node157	"repeat:ANK 11"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 11"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node158	"repeat:ANK 11"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 11"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node159	"repeat:ANK 12"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 12"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node160	"repeat:ANK 12"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 12"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node161	"repeat:ANK 13"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 13"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node162	"repeat:ANK 13"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 13"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node163	"repeat:ANK 14"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 14"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node164	"repeat:ANK 14"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 14"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node165	"repeat:ANK 15"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"repeat:ANK 15"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none		"repeat:ANK 15"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"repeat:ANK 15"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"		1
true	transparent.gif	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	1	1
true	transparent.gif	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	2	2
true	transparent.gif	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	3	3
true	transparent.gif	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	4	4
true	transparent.gif	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	5	5
true	transparent.gif	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	6	6
