root	icon	id	name	group	type	description	size	timepoints
false	none	Node126	"IPR002048:EF-hand domain"	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	"IPR002048:EF-hand domain"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node127	"IPR011992:EF-hand-like domain"	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	"IPR011992:EF-hand-like domain"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node128	"IPR013787:S100-CaBP-9k-type- calcium binding- subdomain"	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	"IPR013787:S100-CaBP-9k-type- calcium binding- subdomain"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node129	"IPR013787:S100-CaBP-9k-type- calcium binding- subdomain"	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	"IPR013787:S100-CaBP-9k-type- calcium binding- subdomain"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	2	1
false	none	Node130	"IPR017452:GPCR- rhodopsin-like- 7TM"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR017452:GPCR- rhodopsin-like- 7TM"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node131	"IPR017452:GPCR- rhodopsin-like- 7TM"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"IPR017452:GPCR- rhodopsin-like- 7TM"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node132	"Isopeptide bond"	mouse_ptsd_blood_analy_5d7d_genes.txt	"Isopeptide bond"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	2	1
false	none	Node133	Lipoprotein	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	Lipoprotein	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node134	Lipoprotein	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Lipoprotein	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node135	Membrane	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	Membrane	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	9	1
false	none	Node136	Membrane	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Membrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	6	1
false	none	Node137	Membrane	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	6	1
false	none	Node138	Membrane	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	Membrane	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	9	1
false	none	Node139	Membrane	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Membrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	6	1
false	none	Node140	Membrane	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	6	1
false	none	Node141	Metal-binding	mouse_ptsd_blood_analy_5d7d_genes.txt	Metal-binding	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node142	Methylation	mouse_ptsd_blood_analy_5d7d_genes.txt	Methylation	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	2	1
false	none	Node143	mmu03010:Ribosome	mouse_ptsd_blood_analy_5d7d_genes.txt	mmu03010:Ribosome	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	4	1
false	none	Node144	Nucleus	mouse_ptsd_blood_analy_5d7d_genes.txt	Nucleus	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	4	1
false	none	Node145	Phosphoprotein	mouse_ptsd_blood_analy_5d7d_genes.txt	Phosphoprotein	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	6	1
false	none	Node146	Receptor	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Receptor	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node147	Receptor	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Receptor	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node148	Ribonucleoprotein	mouse_ptsd_blood_analy_5d7d_genes.txt	Ribonucleoprotein	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	4	1
false	none	Node149	"Ribosomal protein"	mouse_ptsd_blood_analy_5d7d_genes.txt	"Ribosomal protein"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	4	1
false	none	Node150	Secreted	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	Secreted	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	4	1
false	none	Node151	SM00054:EFh	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	SM00054:EFh	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node152	SM01394:SM01394	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	SM01394:SM01394	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node153	SM01394:SM01394	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	SM01394:SM01394	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	2	1
false	none	Node154	"splice variant"	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	"splice variant"	"ptsd -> mouse -> T5R1 -> mRNA_Microarray"	5	1
false	none	Node155	"splice variant"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"splice variant"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node156	"topological domain:Cytoplasmic"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"topological domain:Cytoplasmic"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node157	"topological domain:Cytoplasmic"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"topological domain:Cytoplasmic"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node158	"topological domain:Cytoplasmic"	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	"topological domain:Cytoplasmic"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	5	1
false	none	Node159	"topological domain:Cytoplasmic"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"topological domain:Cytoplasmic"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node160	"topological domain:Cytoplasmic"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"topological domain:Cytoplasmic"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node161	"topological domain:Extracellular"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"topological domain:Extracellular"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node162	"topological domain:Extracellular"	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	"topological domain:Extracellular"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	5	1
false	none	Node163	"topological domain:Extracellular"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"topological domain:Extracellular"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	2	1
false	none	Node164	"topological domain:Extracellular"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"topological domain:Extracellular"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node165	Transducer	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Transducer	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node166	Transducer	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Transducer	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node167	Transmembrane	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	Transmembrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node168	Transmembrane	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	Transmembrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node169	Transmembrane	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Transmembrane	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node170	Transmembrane	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	Transmembrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node171	"Transmembrane helix"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"Transmembrane helix"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node172	"Transmembrane helix"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"Transmembrane helix"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node173	"Transmembrane helix"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"Transmembrane helix"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	5	1
false	none	Node174	"Transmembrane helix"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"Transmembrane helix"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node175	"transmembrane region"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"transmembrane region"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node176	"transmembrane region"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"transmembrane region"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	4	1
false	none	Node177	"transmembrane region"	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	"transmembrane region"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	6	1
false	none	Node178	"transmembrane region"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"transmembrane region"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	4	1
false	none	Node179	"Ubl conjugation"	mouse_ptsd_blood_analy_5d7d_genes.txt	"Ubl conjugation"	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
false	none	Node180	Zinc	mouse_ptsd_blood_analy_5d7d_genes.txt	Zinc	"ptsd -> mouse -> T5R10 -> mRNA_Microarray"	3	1
true	transparent.gif	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	C57B6_analy_5d1.5w_moderated_ttest_p_0.05_4324_probes.txt	1	1
true	transparent.gif	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	2	2
true	transparent.gif	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	3	3
true	transparent.gif	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	C57B6_analy_5d1.5w_moderated_ttest_p_0.01_1041_probes.txt	4	4
true	transparent.gif	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	5	5
true	transparent.gif	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	6	6
true	transparent.gif	mouse_ptsd_blood_analy_5d7d_genes.txt	mouse_ptsd_blood_analy_5d7d_genes.txt	7	7
true	transparent.gif	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	8	8
true	transparent.gif	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	9	9
